Indicador ;Área;Regimen ;Número casos Hombre;Número casos Mujer;Población  encuestada Hombre;Población  encuestada Mujer;Año
Prevalencia de  alteración en la salud  por exposición a ruido en población adolescente;Suba;No asegurado ;0;0;0;0;2017
Prevalencia de  alteración en la salud  por exposición a ruido en población adolescente;Suba;Especial;0;0;0;0;2017
Prevalencia de  alteración en la salud  por exposición a ruido en población adolescente;Suba;No reporta;0;0;0;0;2017
Prevalencia de  alteración en la salud  por exposición a ruido en población adolescente;Barrios Unidos;Contributivo;18;28;64;70;2017
Prevalencia de  alteración en la salud  por exposición a ruido en población adolescente;Barrios Unidos;Subsidiado ;5;16;33;36;2017
Prevalencia de  alteración en la salud  por exposición a ruido en población adolescente;Barrios Unidos;No asegurado ;0;0;1;0;2017
Prevalencia de  alteración en la salud  por exposición a ruido en población adolescente;Barrios Unidos;Especial;1;0;3;1;2017
Prevalencia de  alteración en la salud  por exposición a ruido en población adolescente;Barrios Unidos;No reporta;0;0;0;0;2017
Prevalencia de  alteración en la salud  por exposición a ruido en población adolescente;Teusaquillo;Contributivo;0;0;0;0;2017
Prevalencia de  alteración en la salud  por exposición a ruido en población adolescente;Teusaquillo;Subsidiado ;0;0;0;0;2017
Prevalencia de  alteración en la salud  por exposición a ruido en población adolescente;Teusaquillo;No asegurado ;0;0;0;0;2017
Prevalencia de  alteración en la salud  por exposición a ruido en población adolescente;Teusaquillo;Especial;0;0;0;0;2017
Prevalencia de  alteración en la salud  por exposición a ruido en población adolescente;Teusaquillo;No reporta;0;0;0;0;2017
Prevalencia de  alteración en la salud  por exposición a ruido en población adolescente;Los Mártires;Contributivo;1;3;50;38;2017
Prevalencia de  alteración en la salud  por exposición a ruido en población adolescente;Los Mártires;Subsidiado ;1;2;24;29;2017
Prevalencia de  alteración en la salud  por exposición a ruido en población adolescente;Los Mártires;No asegurado ;1;2;8;3;2017
Prevalencia de  alteración en la salud  por exposición a ruido en población adolescente;Los Mártires;Especial;0;0;0;0;2017
Prevalencia de  alteración en la salud  por exposición a ruido en población adolescente;Los Mártires;No reporta;0;0;0;0;2017
Prevalencia de  alteración en la salud  por exposición a ruido en población adolescente;Antonio Nariño;Contributivo;0;0;24;19;2017
Prevalencia de  alteración en la salud  por exposición a ruido en población adolescente;Antonio Nariño;Subsidiado ;0;0;18;17;2017
Prevalencia de  alteración en la salud  por exposición a ruido en población adolescente;Antonio Nariño;No asegurado ;0;0;4;6;2017
Prevalencia de  alteración en la salud  por exposición a ruido en población adolescente;Antonio Nariño;Especial;0;0;2;2;2017
Prevalencia de  alteración en la salud  por exposición a ruido en población adolescente;Antonio Nariño;No reporta;0;0;0;0;2017
Prevalencia de  alteración en la salud  por exposición a ruido en población adolescente;Puente Aranda;Contributivo;9;6;55;78;2017
Prevalencia de  alteración en la salud  por exposición a ruido en población adolescente;Puente Aranda;Subsidiado ;1;3;9;12;2017
Prevalencia de  alteración en la salud  por exposición a ruido en población adolescente;Puente Aranda;No asegurado ;0;0;1;0;2017
Prevalencia de  alteración en la salud  por exposición a ruido en población adolescente;Puente Aranda;Especial;1;1;10;17;2017
Prevalencia de  alteración en la salud  por exposición a ruido en población adolescente;Puente Aranda;No reporta;0;0;0;0;2017
Prevalencia de  alteración en la salud  por exposición a ruido en población adolescente;La Candelaria;Contributivo;5;6;7;13;2017
Prevalencia de  alteración en la salud  por exposición a ruido en población adolescente;La Candelaria;Subsidiado ;1;1;1;3;2017
Prevalencia de  alteración en la salud  por exposición a ruido en población adolescente;La Candelaria;No asegurado ;0;0;1;3;2017
Prevalencia de  alteración en la salud  por exposición a ruido en población adolescente;La Candelaria;Especial;0;0;0;0;2017
Prevalencia de  alteración en la salud  por exposición a ruido en población adolescente;La Candelaria;No reporta;0;0;0;0;2017
Prevalencia de  alteración en la salud  por exposición a ruido en población adolescente;Rafael Uribe Uribe;Contributivo;2;2;34;47;2017
Prevalencia de  alteración en la salud  por exposición a ruido en población adolescente;Rafael Uribe Uribe;Subsidiado ;0;1;24;36;2017
Prevalencia de  alteración en la salud  por exposición a ruido en población adolescente;Rafael Uribe Uribe;No asegurado ;0;1;2;2;2017
Prevalencia de  alteración en la salud  por exposición a ruido en población adolescente;Rafael Uribe Uribe;Especial;0;0;3;4;2017
Prevalencia de  alteración en la salud  por exposición a ruido en población adolescente;Rafael Uribe Uribe;No reporta;0;0;0;0;2017
Prevalencia de  alteración en la salud  por exposición a ruido en población adolescente;Ciudad Bolívar;Contributivo;36;37;84;70;2017
Prevalencia de  alteración en la salud  por exposición a ruido en población adolescente;Ciudad Bolívar;Subsidiado ;13;21;28;35;2017
Prevalencia de  alteración en la salud  por exposición a ruido en población adolescente;Ciudad Bolívar;No asegurado ;3;3;5;6;2017
Prevalencia de  alteración en la salud  por exposición a ruido en población adolescente;Ciudad Bolívar;Especial;0;3;2;3;2017
Prevalencia de  alteración en la salud  por exposición a ruido en población adolescente;Ciudad Bolívar;No reporta;0;0;0;0;2017
Prevalencia de  alteración en la salud  por exposición a ruido en población adolescente;Distrito;Contributivo;237;315;843;865;2017
Prevalencia de  alteración en la salud  por exposición a ruido en población adolescente;Distrito;Subsidiado ;61;107;288;344;2017
Prevalencia de  alteración en la salud  por exposición a ruido en población adolescente;Distrito;No asegurado ;10;17;34;47;2017
Prevalencia de  alteración en la salud  por exposición a ruido en población adolescente;Distrito;Especial;7;6;38;44;2017
Prevalencia de  alteración en la salud  por exposición a ruido en población adolescente;Distrito;No reporta;0;0;0;0;2017
Prevalencia de  alteración en la salud  por exposición a ruido en población adolescente;Usaquén;Contributivo;13;21;39;40;2018
Prevalencia de  alteración en la salud  por exposición a ruido en población adolescente;Usaquén;Subsidiado ;1;6;9;11;2018
Prevalencia de  alteración en la salud  por exposición a ruido en población adolescente;Usaquén;No asegurado ;0;0;0;0;2018
Prevalencia de  alteración en la salud  por exposición a ruido en población adolescente;Usaquén;Especial;0;0;1;0;2018
Prevalencia de  alteración en la salud  por exposición a ruido en población adolescente;Usaquén;No reporta;0;0;0;0;2018
Prevalencia de  alteración en la salud  por exposición a ruido en población adolescente;Chapinero;Contributivo;12;14;45;27;2018
Prevalencia de  alteración en la salud  por exposición a ruido en población adolescente;Chapinero;Subsidiado ;5;2;21;11;2018
Prevalencia de  alteración en la salud  por exposición a ruido en población adolescente;Chapinero;No asegurado ;1;1;2;1;2018
Prevalencia de  alteración en la salud  por exposición a ruido en población adolescente;Chapinero;Especial;0;0;1;1;2018
Prevalencia de  alteración en la salud  por exposición a ruido en población adolescente;Chapinero;No reporta;0;0;0;0;2018
Prevalencia de  alteración en la salud  por exposición a ruido en población adolescente;Santa Fe;Contributivo;1;1;43;43;2018
Prevalencia de  alteración en la salud  por exposición a ruido en población adolescente;Santa Fe;Subsidiado ;0;2;49;62;2018
Prevalencia de  alteración en la salud  por exposición a ruido en población adolescente;Santa Fe;No asegurado ;0;0;5;8;2018
Prevalencia de  alteración en la salud  por exposición a ruido en población adolescente;Santa Fe;Especial;0;0;1;0;2018
Prevalencia de  alteración en la salud  por exposición a ruido en población adolescente;Santa Fe;No reporta;0;0;0;0;2018
Prevalencia de  alteración en la salud  por exposición a ruido en población adolescente;San Cristóbal;Contributivo;0;0;71;50;2018
Prevalencia de  alteración en la salud  por exposición a ruido en población adolescente;San Cristóbal;Subsidiado ;1;0;36;27;2018
Prevalencia de  alteración en la salud  por exposición a ruido en población adolescente;San Cristóbal;No asegurado ;0;0;5;6;2018
Prevalencia de  alteración en la salud  por exposición a ruido en población adolescente;San Cristóbal;Especial;0;0;1;4;2018
Prevalencia de  alteración en la salud  por exposición a ruido en población adolescente;San Cristóbal;No reporta;0;0;0;0;2018
Prevalencia de  alteración en la salud  por exposición a ruido en población adolescente;Usme;Contributivo;12;22;28;42;2018
Prevalencia de  alteración en la salud  por exposición a ruido en población adolescente;Usme;Subsidiado ;7;12;20;17;2018
Prevalencia de  alteración en la salud  por exposición a ruido en población adolescente;Usme;No asegurado ;0;0;0;0;2018
Prevalencia de  alteración en la salud  por exposición a ruido en población adolescente;Usme;Especial;1;1;2;1;2018
Prevalencia de  alteración en la salud  por exposición a ruido en población adolescente;Usme;No reporta;0;0;0;0;2018
Prevalencia de  alteración en la salud  por exposición a ruido en población adolescente;Tunjuelito;Contributivo;29;38;78;74;2018
Prevalencia de  alteración en la salud  por exposición a ruido en población adolescente;Tunjuelito;Subsidiado ;5;19;33;37;2018
Prevalencia de  alteración en la salud  por exposición a ruido en población adolescente;Tunjuelito;No asegurado ;1;1;7;3;2018
Prevalencia de  alteración en la salud  por exposición a ruido en población adolescente;Tunjuelito;Especial;5;5;6;8;2018
Prevalencia de  alteración en la salud  por exposición a ruido en población adolescente;Tunjuelito;No reporta;0;0;0;0;2018
Prevalencia de  alteración en la salud  por exposición a ruido en población adolescente;Bosa;Contributivo;14;15;39;56;2018
Prevalencia de  alteración en la salud  por exposición a ruido en población adolescente;Bosa;Subsidiado ;7;2;21;14;2018
Prevalencia de  alteración en la salud  por exposición a ruido en población adolescente;Bosa;No asegurado ;1;3;3;4;2018
Prevalencia de  alteración en la salud  por exposición a ruido en población adolescente;Bosa;Especial;0;3;0;5;2018
Prevalencia de  alteración en la salud  por exposición a ruido en población adolescente;Bosa;No reporta;0;0;0;0;2018
Prevalencia de  alteración en la salud  por exposición a ruido en población adolescente;Kennedy;Contributivo;19;34;48;69;2018
Prevalencia de  alteración en la salud  por exposición a ruido en población adolescente;Kennedy;Subsidiado ;9;12;26;24;2018
Prevalencia de  alteración en la salud  por exposición a ruido en población adolescente;Kennedy;No asegurado ;3;2;6;3;2018
Prevalencia de  alteración en la salud  por exposición a ruido en población adolescente;Kennedy;Especial;1;0;5;1;2018
Prevalencia de  alteración en la salud  por exposición a ruido en población adolescente;Kennedy;No reporta;0;0;0;0;2018
Prevalencia de  alteración en la salud  por exposición a ruido en población adolescente;Fontibón;Contributivo;33;48;87;98;2018
Prevalencia de  alteración en la salud  por exposición a ruido en población adolescente;Fontibón;Subsidiado ;5;13;21;25;2018
Prevalencia de  alteración en la salud  por exposición a ruido en población adolescente;Fontibón;No asegurado ;1;0;4;0;2018
Prevalencia de  alteración en la salud  por exposición a ruido en población adolescente;Fontibón;Especial;0;1;1;4;2018
Prevalencia de  alteración en la salud  por exposición a ruido en población adolescente;Fontibón;No reporta;0;0;0;0;2018
Prevalencia de  alteración en la salud  por exposición a ruido en población adolescente;Engativá;Contributivo;22;56;81;90;2018
Prevalencia de  alteración en la salud  por exposición a ruido en población adolescente;Engativá;Subsidiado ;6;4;19;16;2018
Prevalencia de  alteración en la salud  por exposición a ruido en población adolescente;Engativá;No asegurado ;0;1;0;4;2018
Prevalencia de  alteración en la salud  por exposición a ruido en población adolescente;Engativá;Especial;0;1;3;4;2018
