Indicador;Área;Régimen;Hombres con presencia del evento;Mujeres con presencia del evento;Hombres encuestado;Mujeres encuestada;Año
Prevalencia de sibilancia en niños menores de 5 años;Los Mártires;Subsidiado ;6;3;27;32;2016
Prevalencia de sibilancia en niños menores de 5 años;Los Mártires;No asegurado ;2;0;7;5;2016
Prevalencia de sibilancia en niños menores de 5 años;Los Mártires;Especial;1;0;1;0;2016
Prevalencia de sibilancia en niños menores de 5 años;Antonio Nariño;Contributivo;0;2;26;32;2016
Prevalencia de sibilancia en niños menores de 5 años;Antonio Nariño;Subsidiado ;0;0;8;6;2016
Prevalencia de sibilancia en niños menores de 5 años;Antonio Nariño;No asegurado ;0;0;0;0;2016
Prevalencia de sibilancia en niños menores de 5 años;Antonio Nariño;Especial;0;0;3;1;2016
Prevalencia de sibilancia en niños menores de 5 años;Puente Aranda;Contributivo;5;8;78;62;2016
Prevalencia de sibilancia en niños menores de 5 años;Puente Aranda;Subsidiado ;2;2;20;18;2016
Prevalencia de sibilancia en niños menores de 5 años;Puente Aranda;No asegurado ;0;0;2;0;2016
Prevalencia de sibilancia en niños menores de 5 años;Puente Aranda;Especial;0;0;0;0;2016
Prevalencia de sibilancia en niños menores de 5 años;La Candelaria;Contributivo;0;0;0;0;2016
Prevalencia de sibilancia en niños menores de 5 años;La Candelaria;Subsidiado ;0;0;1;0;2016
Prevalencia de sibilancia en niños menores de 5 años;La Candelaria;No asegurado ;0;0;0;0;2016
Prevalencia de sibilancia en niños menores de 5 años;La Candelaria;Especial;0;0;0;0;2016
Prevalencia de sibilancia en niños menores de 5 años;Rafael Uribe Uribe;Contributivo;4;10;90;80;2016
Prevalencia de sibilancia en niños menores de 5 años;Rafael Uribe Uribe;Subsidiado ;1;4;28;21;2016
Prevalencia de sibilancia en niños menores de 5 años;Rafael Uribe Uribe;No asegurado ;0;0;5;5;2016
Prevalencia de sibilancia en niños menores de 5 años;Rafael Uribe Uribe;Especial;0;0;2;3;2016
Prevalencia de sibilancia en niños menores de 5 años;Ciudad Bolívar;Contributivo;16;22;108;112;2016
Prevalencia de sibilancia en niños menores de 5 años;Ciudad Bolívar;Subsidiado ;11;16;85;76;2016
Prevalencia de sibilancia en niños menores de 5 años;Ciudad Bolívar;No asegurado ;2;1;9;8;2016
Prevalencia de sibilancia en niños menores de 5 años;Ciudad Bolívar;Especial;1;1;1;4;2016
Prevalencia de sibilancia en niños menores de 5 años;Distrito;Contributivo;172;159;1.604;1.505;2016
Prevalencia de sibilancia en niños menores de 5 años;Distrito;Subsidiado ;72;58;702;604;2016
Prevalencia de sibilancia en niños menores de 5 años;Distrito;No asegurado ;6;3;53;51;2016
Prevalencia de sibilancia en niños menores de 5 años;Distrito;Especial;11;5;44;51;2016
Prevalencia de sibilancia en niños menores de 5 años;Usaquén;Contributivo;38;29;204;186;2017
Prevalencia de sibilancia en niños menores de 5 años;Usaquén;Subsidiado ;16;15;76;79;2017
Prevalencia de sibilancia en niños menores de 5 años;Usaquén;No asegurado ;0;1;1;1;2017
Prevalencia de sibilancia en niños menores de 5 años;Usaquén;Especial;1;1;4;5;2017
Prevalencia de sibilancia en niños menores de 5 años;Chapinero;Contributivo;9;11;66;77;2017
Prevalencia de sibilancia en niños menores de 5 años;Chapinero;Subsidiado ;3;5;29;26;2017
Prevalencia de sibilancia en niños menores de 5 años;Chapinero;No asegurado ;1;0;2;1;2017
Prevalencia de sibilancia en niños menores de 5 años;Chapinero;Especial;0;0;2;0;2017
Prevalencia de sibilancia en niños menores de 5 años;Santa Fe;Contributivo;7;11;33;31;2017
Prevalencia de sibilancia en niños menores de 5 años;Santa Fe;Subsidiado ;8;7;25;29;2017
Prevalencia de sibilancia en niños menores de 5 años;Santa Fe;No asegurado ;1;0;6;3;2017
Prevalencia de sibilancia en niños menores de 5 años;Santa Fe;Especial;0;1;1;3;2017
Prevalencia de sibilancia en niños menores de 5 años;San Cristóbal;Contributivo;22;25;133;148;2017
Prevalencia de sibilancia en niños menores de 5 años;San Cristóbal;Subsidiado ;9;4;38;48;2017
Prevalencia de sibilancia en niños menores de 5 años;San Cristóbal;No asegurado ;3;2;16;11;2017
Prevalencia de sibilancia en niños menores de 5 años;San Cristóbal;Especial;0;1;8;8;2017
Prevalencia de sibilancia en niños menores de 5 años;Usme;Contributivo;20;13;132;145;2017
Prevalencia de sibilancia en niños menores de 5 años;Usme;Subsidiado ;13;12;146;134;2017
Prevalencia de sibilancia en niños menores de 5 años;Usme;No asegurado ;0;0;6;7;2017
Prevalencia de sibilancia en niños menores de 5 años;Usme;Especial;0;3;3;3;2017
Prevalencia de sibilancia en niños menores de 5 años;Tunjuelito;Contributivo;17;15;83;80;2017
Prevalencia de sibilancia en niños menores de 5 años;Tunjuelito;Subsidiado ;7;10;53;58;2017
Prevalencia de sibilancia en niños menores de 5 años;Tunjuelito;No asegurado ;1;0;2;3;2017
Prevalencia de sibilancia en niños menores de 5 años;Tunjuelito;Especial;0;0;5;3;2017
Prevalencia de sibilancia en niños menores de 5 años;Bosa;Contributivo;22;23;125;112;2017
Prevalencia de sibilancia en niños menores de 5 años;Bosa;Subsidiado ;8;12;42;47;2017
Prevalencia de sibilancia en niños menores de 5 años;Bosa;No asegurado ;8;4;21;10;2017
Prevalencia de sibilancia en niños menores de 5 años;Bosa;Especial;0;3;3;5;2017
Prevalencia de sibilancia en niños menores de 5 años;Kennedy;Contributivo;2;6;92;125;2017
Prevalencia de sibilancia en niños menores de 5 años;Kennedy;Subsidiado ;4;5;58;51;2017
Prevalencia de sibilancia en niños menores de 5 años;Kennedy;No asegurado ;0;0;1;0;2017
Prevalencia de sibilancia en niños menores de 5 años;Kennedy;Especial;0;1;5;4;2017
Prevalencia de sibilancia en niños menores de 5 años;Fontibón;Contributivo;12;13;79;63;2017
Prevalencia de sibilancia en niños menores de 5 años;Fontibón;Subsidiado ;5;6;23;25;2017
Prevalencia de sibilancia en niños menores de 5 años;Fontibón;No asegurado ;0;0;4;4;2017
Prevalencia de sibilancia en niños menores de 5 años;Fontibón;Especial;1;1;6;2;2017
Prevalencia de sibilancia en niños menores de 5 años;Engativá;Contributivo;27;14;232;193;2017
Prevalencia de sibilancia en niños menores de 5 años;Engativá;Subsidiado ;4;5;46;37;2017
Prevalencia de sibilancia en niños menores de 5 años;Engativá;No asegurado ;0;0;4;1;2017
Prevalencia de sibilancia en niños menores de 5 años;Engativá;Especial;0;0;1;5;2017
Prevalencia de sibilancia en niños menores de 5 años;Suba;Contributivo;9;12;116;130;2017
Prevalencia de sibilancia en niños menores de 5 años;Suba;Subsidiado ;3;1;33;34;2017
Prevalencia de sibilancia en niños menores de 5 años;Suba;No asegurado ;0;0;1;2;2017
Prevalencia de sibilancia en niños menores de 5 años;Suba;Especial;0;1;1;1;2017
Prevalencia de sibilancia en niños menores de 5 años;Barrios Unidos;Contributivo;4;5;57;57;2017
Prevalencia de sibilancia en niños menores de 5 años;Barrios Unidos;Subsidiado ;2;1;28;24;2017
Prevalencia de sibilancia en niños menores de 5 años;Barrios Unidos;No asegurado ;1;0;4;1;2017
Prevalencia de sibilancia en niños menores de 5 años;Barrios Unidos;Especial;1;0;3;0;2017
Prevalencia de sibilancia en niños menores de 5 años;Teusaquillo;Contributivo;3;0;42;40;2017
Prevalencia de sibilancia en niños menores de 5 años;Teusaquillo;Subsidiado ;0;0;16;13;2017
Prevalencia de sibilancia en niños menores de 5 años;Teusaquillo;No asegurado ;0;0;0;0;2017
Prevalencia de sibilancia en niños menores de 5 años;Teusaquillo;Especial;1;0;5;3;2017
Prevalencia de sibilancia en niños menores de 5 años;Los Mártires;Contributivo;3;2;33;41;2017
Prevalencia de sibilancia en niños menores de 5 años;Los Mártires;Subsidiado ;5;3;29;23;2017
Prevalencia de sibilancia en niños menores de 5 años;Los Mártires;No asegurado ;0;0;2;1;2017
Prevalencia de sibilancia en niños menores de 5 años;Los Mártires;Especial;0;2;3;2;2017
Prevalencia de sibilancia en niños menores de 5 años;Antonio Nariño;Contributivo;4;2;31;33;2017
Prevalencia de sibilancia en niños menores de 5 años;Antonio Nariño;Subsidiado ;0;1;14;12;2017
Prevalencia de sibilancia en niños menores de 5 años;Antonio Nariño;No asegurado ;0;0;0;1;2017
Prevalencia de sibilancia en niños menores de 5 años;Antonio Nariño;Especial;0;0;3;2;2017
Prevalencia de sibilancia en niños menores de 5 años;Puente Aranda;Contributivo;5;9;44;53;2017
Prevalencia de sibilancia en niños menores de 5 años;Puente Aranda;Subsidiado ;2;3;18;22;2017
Prevalencia de sibilancia en niños menores de 5 años;Puente Aranda;No asegurado ;0;1;0;3;2017
Prevalencia de sibilancia en niños menores de 5 años;Puente Aranda;Especial;0;0;5;1;2017
Prevalencia de sibilancia en niños menores de 5 años;La Candelaria;Contributivo;7;3;26;26;2017
Prevalencia de sibilancia en niños menores de 5 años;La Candelaria;Subsidiado ;2;2;14;8;2017
Prevalencia de sibilancia en niños menores de 5 años;La Candelaria;No asegurado ;2;1;2;3;2017
Prevalencia de sibilancia en niños menores de 5 años;La Candelaria;Especial;0;0;0;0;2017
Prevalencia de sibilancia en niños menores de 5 años;Rafael Uribe Uribe;Contributivo;15;8;133;102;2017
Prevalencia de sibilancia en niños menores de 5 años;Rafael Uribe Uribe;Subsidiado ;7;3;43;33;2017
Prevalencia de sibilancia en niños menores de 5 años;Rafael Uribe Uribe;No asegurado ;1;0;4;4;2017
Prevalencia de sibilancia en niños menores de 5 años;Rafael Uribe Uribe;Especial;0;1;8;1;2017
Prevalencia de sibilancia en niños menores de 5 años;Ciudad Bolívar;Contributivo;11;21;95;116;2017
Prevalencia de sibilancia en niños menores de 5 años;Ciudad Bolívar;Subsidiado ;23;14;113;89;2017
Prevalencia de sibilancia en niños menores de 5 años;Ciudad Bolívar;No asegurado ;0;1;10;8;2017
Prevalencia de sibilancia en niños menores de 5 años;Ciudad Bolívar;Especial;0;0;2;2;2017
Prevalencia de sibilancia en niños menores de 5 años;Distrito;Contributivo;237;222;1.756;1758;2017
Prevalencia de sibilancia en niños menores de 5 años;Distrito;Subsidiado ;121;109;844;792;2017
Prevalencia de sibilancia en niños menores de 5 años;Distrito;No asegurado ;18;10;86;64;2017
Prevalencia de sibilancia en niños menores de 5 años;Distrito;Especial;4;15;68;50;2017
Prevalencia de sibilancia en niños menores de 5 años;Usaquén;Contributivo;2;1;59;46;2018
Prevalencia de sibilancia en niños menores de 5 años;Usaquén;Subsidiado ;2;0;27;14;2018
Prevalencia de sibilancia en niños menores de 5 años;Usaquén;No asegurado ;0;0;0;1;2018
Prevalencia de sibilancia en niños menores de 5 años;Usaquén;Especial;0;0;1;1;2018
Prevalencia de sibilancia en niños menores de 5 años;Chapinero;Contributivo;2;6;22;35;2018
Prevalencia de sibilancia en niños menores de 5 años;Chapinero;Subsidiado ;0;0;0;1;2018
Prevalencia de sibilancia en niños menores de 5 años;Chapinero;No asegurado ;0;0;0;0;2018
Prevalencia de sibilancia en niños menores de 5 años;Chapinero;Especial;1;0;3;1;2018
Prevalencia de sibilancia en niños menores de 5 años;Santa Fe;Contributivo;10;12;63;62;2018
Prevalencia de sibilancia en niños menores de 5 años;Santa Fe;Subsidiado ;7;4;40;26;2018
Prevalencia de sibilancia en niños menores de 5 años;Santa Fe;No asegurado ;1;0;5;2;2018
Prevalencia de sibilancia en niños menores de 5 años;Santa Fe;Especial;0;0;0;0;2018
Prevalencia de sibilancia en niños menores de 5 años;San Cristóbal;Contributivo;29;22;166;137;2018
Prevalencia de sibilancia en niños menores de 5 años;San Cristóbal;Subsidiado ;15;14;90;90;2018
Prevalencia de sibilancia en niños menores de 5 años;San Cristóbal;No asegurado ;2;3;13;10;2018
Prevalencia de sibilancia en niños menores de 5 años;San Cristóbal;Especial;1;0;6;8;2018
Prevalencia de sibilancia en niños menores de 5 años;Usme;Contributivo;21;22;140;138;2018
Prevalencia de sibilancia en niños menores de 5 años;Usme;Subsidiado ;15;11;64;81;2018
Prevalencia de sibilancia en niños menores de 5 años;Usme;No asegurado ;5;1;15;8;2018
Prevalencia de sibilancia en niños menores de 5 años;Usme;Especial;0;1;5;8;2018
Prevalencia de sibilancia en niños menores de 5 años;Tunjuelito;Contributivo;12;18;61;68;2018
Prevalencia de sibilancia en niños menores de 5 años;Tunjuelito;Subsidiado ;15;12;47;57;2018
Prevalencia de sibilancia en niños menores de 5 años;Tunjuelito;No asegurado ;2;1;7;8;2018
Prevalencia de sibilancia en niños menores de 5 años;Tunjuelito;Especial;0;1;4;1;2018
Prevalencia de sibilancia en niños menores de 5 años;Bosa;Contributivo;16;15;108;87;2018
Prevalencia de sibilancia en niños menores de 5 años;Bosa;Subsidiado ;8;9;49;37;2018
Prevalencia de sibilancia en niños menores de 5 años;Bosa;No asegurado ;0;1;9;5;2018
Prevalencia de sibilancia en niños menores de 5 años;Bosa;Especial;1;1;1;1;2018
Prevalencia de sibilancia en niños menores de 5 años;Kennedy;Contributivo;17;13;144;110;2018
Prevalencia de sibilancia en niños menores de 5 años;Kennedy;Subsidiado ;9;2;64;48;2018
Prevalencia de sibilancia en niños menores de 5 años;Kennedy;No asegurado ;0;0;2;3;2018
Prevalencia de sibilancia en niños menores de 5 años;Kennedy;Especial;1;0;4;3;2018
Prevalencia de sibilancia en niños menores de 5 años;Fontibón;Contributivo;1;2;38;39;2018
Prevalencia de sibilancia en niños menores de 5 años;Fontibón;Subsidiado ;0;1;11;10;2018
Prevalencia de sibilancia en niños menores de 5 años;Fontibón;No asegurado ;0;0;2;1;2018
Prevalencia de sibilancia en niños menores de 5 años;Fontibón;Especial;0;0;4;1;2018
Prevalencia de sibilancia en niños menores de 5 años;Engativá;Contributivo;30;18;123;117;2018
Prevalencia de sibilancia en niños menores de 5 años;Engativá;Subsidiado ;3;5;27;33;2018
Prevalencia de sibilancia en niños menores de 5 años;Engativá;No asegurado ;0;0;2;0;2018
Prevalencia de sibilancia en niños menores de 5 años;Engativá;Especial;3;0;7;6;2018
Prevalencia de sibilancia en niños menores de 5 años;Suba;Contributivo;25;6;125;101;2018
Prevalencia de sibilancia en niños menores de 5 años;Suba;Subsidiado ;8;2;37;33;2018
Prevalencia de sibilancia en niños menores de 5 años;Suba;No asegurado ;1;0;3;3;2018
Prevalencia de sibilancia en niños menores de 5 años;Suba;Especial;0;0;1;1;2018
Prevalencia de sibilancia en niños menores de 5 años;Barrios Unidos;Contributivo;8;8;57;49;2018
Prevalencia de sibilancia en niños menores de 5 años;Barrios Unidos;Subsidiado ;6;3;27;26;2018
Prevalencia de sibilancia en niños menores de 5 años;Barrios Unidos;No asegurado ;0;0;0;1;2018
Prevalencia de sibilancia en niños menores de 5 años;Barrios Unidos;Especial;1;0;3;1;2018
Prevalencia de sibilancia en niños menores de 5 años;Teusaquillo;Contributivo;2;1;37;34;2018
Prevalencia de sibilancia en niños menores de 5 años;Teusaquillo;Subsidiado ;0;1;4;3;2018
Prevalencia de sibilancia en niños menores de 5 años;Teusaquillo;No asegurado ;0;0;0;0;2018
Prevalencia de sibilancia en niños menores de 5 años;Teusaquillo;Especial;2;2;7;6;2018
Prevalencia de sibilancia en niños menores de 5 años;Los Mártires;Contributivo;7;6;45;52;2018
Prevalencia de sibilancia en niños menores de 5 años;Los Mártires;Subsidiado ;4;3;25;24;2018
Prevalencia de sibilancia en niños menores de 5 años;Los Mártires;No asegurado ;0;1;4;4;2018
Prevalencia de sibilancia en niños menores de 5 años;Los Mártires;Especial;1;1;2;2;2018
Prevalencia de sibilancia en niños menores de 5 años;Antonio Nariño;Contributivo;3;5;58;50;2018
Prevalencia de sibilancia en niños menores de 5 años;Antonio Nariño;Subsidiado ;3;4;22;30;2018
Prevalencia de sibilancia en niños menores de 5 años;Antonio Nariño;No asegurado ;1;0;3;2;2018
Prevalencia de sibilancia en niños menores de 5 años;Antonio Nariño;Especial;3;0;6;1;2018
Prevalencia de sibilancia en niños menores de 5 años;Puente Aranda;Contributivo;4;7;71;64;2018
Prevalencia de sibilancia en niños menores de 5 años;Puente Aranda;Subsidiado ;2;3;26;19;2018
Prevalencia de sibilancia en niños menores de 5 años;Puente Aranda;No asegurado ;0;1;6;4;2018
Prevalencia de sibilancia en niños menores de 5 años;Puente Aranda;Especial;2;1;8;7;2018
Prevalencia de sibilancia en niños menores de 5 años;La Candelaria;Contributivo;0;0;0;0;2018
Prevalencia de sibilancia en niños menores de 5 años;La Candelaria;Subsidiado ;0;0;0;0;2018
Prevalencia de sibilancia en niños menores de 5 años;La Candelaria;No asegurado ;0;0;0;0;2018
Prevalencia de sibilancia en niños menores de 5 años;La Candelaria;Especial;0;0;0;0;2018
Prevalencia de sibilancia en niños menores de 5 años;Rafael Uribe Uribe;Contributivo;8;10;85;76;2018
Prevalencia de sibilancia en niños menores de 5 años;Rafael Uribe Uribe;Subsidiado ;3;6;32;44;2018
Prevalencia de sibilancia en niños menores de 5 años;Rafael Uribe Uribe;No asegurado ;2;0;5;5;2018
Prevalencia de sibilancia en niños menores de 5 años;Rafael Uribe Uribe;Especial;2;1;2;3;2018
Prevalencia de sibilancia en niños menores de 5 años;Ciudad Bolívar;Contributivo;12;8;113;127;2018
Prevalencia de sibilancia en niños menores de 5 años;Ciudad Bolívar;Subsidiado ;8;9;79;82;2018
Prevalencia de sibilancia en niños menores de 5 años;Ciudad Bolívar;No asegurado ;2;1;15;12;2018
Prevalencia de sibilancia en niños menores de 5 años;Ciudad Bolívar;Especial;2;1;6;2;2018
Prevalencia de sibilancia en niños menores de 5 años;Distrito;Contributivo;209;180;1.515;1.392;2018
